Name,Surname,Function,Company,Vehicle,Weight,Height,Postal_code
Danilo,Souza,Broker,Judy's,2011 Hyundai Grandeur,86.2,183,
Arthur,Dias,Broker associate,Red Baron Electronics,1993 Toyota Cressida,89,175,
Julieta,Barros,Brokerage sales assistant,Heslop's,2015 Volkswagen Golf R,82.5,151,
Vitoria,Santos,Brokerage sales assistant,Thalhimers,2008 Jeep Grand Cherokee,100.9,170,
Kai,Lima,Bucker,Megatronic,2000 Dodge Stratus,64.4,176,
Clara,Martins,Budget analyst,Two Pesos,2000 Beijing BJ 2020,92.8,159,
Tania,Santos,Budget officer,Red Robin Stores,2005 Honda Mobilio,103.4,164,
Ana,Carvalho,Building cleaning worker,Cut Rite,2002 Hyundai Dynasty,80,152,
Rafael,Barros,Building cleaning worker,Lawnscape Garden Maintenance,2001 Westfield ZEI,79.2,178,
Marcos,Gomes,Building cleaning worker,Mansmann's Department Store,2003 Mitsubishi Eclipse,105.6,178,
Evelyn,Ferreira,Building consultant,Richman Brothers,2000 Dodge Caravan,96.7,159,
Antonio,Cunha,Building inspector,Bombay Company,2004 Jaguar XJ,79.3,178,
Matheus,Cardoso,Building manager,Ideal Garden Maintenance,2012 Chevrolet Traverse,98.7,165,
Fabio,Rocha,Bulldozer operator,Audio Aid,2010 Honda Ridgeline,80.8,167,
Caua,Cavalcanti,Bulldozer operator,Food Barn,1999 AC Ace,93.7,165,
Alice,Cardoso,Bulldozer operator,Listenin' Booth,2004 Toyota Hilux,65.3,159,
Leticia,Santos,Bureau of Diplomatic Security special agent,Heilig-Meyers,2005 Renault Scenic,70.4,168,
Ryan,Rocha,Bus dispatcher,Food Fair,2000 Ford ST 460,75.1,186,
Igor,Gomes,Bus dispatcher,Super Duper,2012 Volkswagen Touran,90.6,167,
Douglas,Cardoso,Bus driver,Mr. Good Buys,1992 Buick Regal,85.3,182,
Marcos,Pereira,Business administrator,Value Giant,1999 Westfield ZEI,93.2,179,
Kaua,Fernandes,Business management analyst,John M. Smyth's Homemakers,2010 BMW 760,107.3,167,
Rodrigo,Lima,Business management analyst,Kenny Rogers Roasters,2007 GMC Sierra,79.2,174,69.932-000
Otavio,Ferreira,Business management analyst,Weathervane,2006 BMW 650,85.9,171,
Anna,Castro,Business management consultant,Pomeroy's,2001 Hyundai Matrix,69,157,
Arthur,Martins,Business office assistant,Hughes & Hatcher,2007 TVR Sagaris,99.6,182,
Luis,Ferreira,Business office manager,Mervyn's,1997 Tata E,93.9,169,
Breno,Melo,Business support assistant,Avant Garde Appraisal Group,2014 FIAT 500e,67.4,173,
Marisa,Ribeiro,Business support assistant,Strategy Planner,2011 Koenigsegg CCXR,86.3,165,
Amanda,Carvalho,Business support assistant,Team Uno,2001 Honda Integra,85.9,165,
Tania,Souza,Butcher,Gene Walter's Marketplace,2000 Pontiac Trans Am,78.4,152,91.280-234
Gustavo,Cavalcanti,Butcher,Zephyr Investments,1992 Alfa Romeo RZ,64.8,173,
Brenda,Almeida,Buyer,Krauses Sofa Factory,2010 Saab 9-3,70.7,167,31.990-150
Antonio,Ribeiro,Cab driver,Asian Fusion,1998 Lincoln Mark VIII,65.5,174,
Luis,Costa,Cab driver,Waccamaw Pottery,2007 Dodge Caravan,89.3,179,
Livia,Azevedo,Cab driver,"Warehouse Club, Inc.",2002 Lancia Phedra,63.1,166,
Agatha,Martins,Cable splicer,Budget Power,2010 Ford Fiesta,73.4,175,
Matheus,Martins,Cable splicer,Suadela Investment,1997 Suzuki Vitara,87,175,
Luis,Cavalcanti,CAD operator,Earl Abel's,2009 Toyota Highlander,101.4,171,
Andre,Souza,Cadet,Laura Ashley,2004 Mercedes-Benz ML,64.6,180,
Manuela,Fernandes,Cafeteria cook,Big D Supermarkets,2008 Ford Maverick,72.8,166,
Marcos,Alves,Cafeteria cook,Total Sources,2015 Mitsubishi Lancer,89,179,21.765-060
Livia,Rodrigues,Cafeteria cook,Ulbrich's,2004 Ford Five Hundred,96.3,165,
Julian,Melo,Call completion operator,Block Distributors,2011 Bentley Mulsanne,66.7,180,
Gabrielly,Rocha,Camera operator,Gallenkamp,2008 Ford F-350,70.1,164,
Julieta,Silva,Camera repairer,Tianguis,2001 Mitsubishi Diamante,87.7,164,
Giovanna,Cardoso,Camera repairer,"Warehouse Club, Inc.",1992 Ford Sierra,51.9,166,
Beatrice,Ribeiro,Campaign manager,Metro,2010 Kia Cee'd,62.4,175,
Larissa,Costa,Captive agent,Edge Yard Service,2005 Nissan Xterra,59.9,160,
Nicolash,Lima,Card puncher,Playworld,2004 Oldsmobile Silhouette,97.5,178,
Breno,Oliveira,Card punching machine operator,Dick Fischers,2011 Ford Mustang,78.8,174,
Julia,Goncalves,Card punching machine operator,LoRay,1999 Volkswagen Quantum,87,160,
Luis,Fernandes,Card punching machine operator,Total Quality,2005 Buick LeSabre,87,177,
Otavio,Pereira,Cardiac sonographer,Lechters Housewares,2011 Jaguar XK,103.4,187,
Tomas,Goncalves,Cardiographic technician,Cloth World,1996 Toyota Hi-Ace,85.4,183,
Beatrice,Ferreira,Cardiographic technician,County Seat,2012 Lexus GX,67.9,166,
Diogo,Castro,Cardiographic technician,Just For Feet,2005 Holden Monaro,98.1,177,
Alice,Lima,Cardiographic technician,Rite Solution,1999 Renault Safrane,55.6,160,
Joao,Cavalcanti,Cardiographic technician,Total Serve,2005 Chevrolet Colorado,71.5,177,74.353-525
Eduardo,Cavalcanti,Cardiologist,Grand Union,2007 Ford Freestyle,102.4,184,
Caio,Gomes,Cardiology technologist,Sew-Fro Fabrics,1999 Renault Scenic,90.2,171,13.145-305
Clara,Araujo,Cardiology technologist,Tweeter,2015 Mazda Mazda3,55.1,151,
Carlos,Cardoso,Cardiovascular technician,Macroserve,2012 Ford Transit Connect,76.2,168,
Antonio,Santos,Cardiovascular technician,The Royal Canadian Pancake Houses,2015 Lexus LS 600h L,63.8,190,
Gustavo,Oliveira,Cardiovascular technician,Vitagee,2011 Peugeot 308,110.1,167,
Caio,Costa,Career-technical teacher,Liberty Wealth Planner,2008 Volkswagen T5,104.5,179,
Lavinia,Souza,Career-technology teacher,Choices,1992 Volkswagen Corrado,67.3,165,
Tiago,Silva,Caregiver,Shoe Kicks,1994 Oldsmobile Achieva,89.2,180,
Carolina,Almeida,Cargo and freight agent,Krauses Sofa Factory,2015 Subaru Forester,76,174,
Emilly,Almeida,"Carpet, floor, and tile finisher",Red Owl,2006 Toyota Sienna,64.8,175,
Luis,Fernandes,"Carpet, floor, and tile installer",Omni Architectural Designs,1997 Porsche Boxster,76.8,170,
Rodrigo,Pinto,Cartographer,Custom Sound,2007 Volkswagen New Beetle,76.2,165,
Fabio,Sousa,Cartoonist,Alert Alarm Company,1996 Toyota Picnic,102.6,181,
Diogo,Ferreira,Cartoonist,Sky High Financial Advice,2000 Chrysler Viper,112.8,174,
Gabrielle,Ribeiro,Cartoonist,The Goose and Duck,2008 Volkswagen Transporter,70.9,165,
Eduardo,Castro,Cash manager,Crown Auto Parts,2001 Citroen C,100.9,176,
Leila,Araujo,Casino cage worker,Body Fate,2001 Chevrolet Trans Sport,58.2,175,
Jalio,Cavalcanti,Catering manager,Architectural Genie,1992 Ford Explorer,74,168,
Miguel,Cunha,Catering manager,Robinson Furniture,2003 Hummer H2,87.2,185,
Vinicius,Cunha,Ceiling tile installer,Littler's,1997 Ginetta G27,93.8,168,
Jalio,Santos,Cellular technician,Beatties,2007 Mercedes-Benz SLR McLaren,85.7,166,
Caua,Sousa,Cellular technician,Steve & Barry's,1997 Tata Estate,104.7,165,
Luis,Melo,Cellular technician,White Tower Hamburgers,2000 Ford Equator,97.8,170,
Gabrielly,Cardoso,Cement mason,A. L. Price,2007 Nissan Frontier,91.1,150,
Miguel,Souza,Cementing and gluing machine operator,Cal Stereo,2005 Volvo C70,89,178,
Matheus,Martins,Cementing and gluing machine operator,Funtown toys,2011 Ford Focus,67.9,167,
Samuel,Goncalves,Cementing and gluing machine tender,Monsource,2000 Kia Rio,80.8,169,
Mateus,Araujo,Cementing and gluing machine tender,Silverwoods,2015 Volvo V60,88.2,176,
Thiago,Dias,Central office operator,Peaches,2010 Chevrolet Kalos,96.2,168,
Matilde,Fernandes,Ceramic engineer,Food Mart,2002 Renault Avantime,61.9,174,
Ana,Martins,Ceramic engineer,The Flying Hippo ,1999 Holden Commodore,66.7,153,
Davi,Ferreira,Ceramic engineer,Whitlocks Auto Supply,2011 Buick LaCrosse,65.5,175,
Guilherme,Cavalcanti,Certified athletic trainer,Bresler's Ice Cream,1993 TVR Cerbera,67.4,180,
Vinicius,Melo,Certified nursing assistant,Paul's Record Hut,1998 Lamborghini Diablo,80.9,188,
Caua,Dias,Certified nursing assistant,The Royal Canadian Pancake Houses,2004 Volvo S80,66.8,178,
Gabriel,Gomes,Certified pest control applicator,Martin's,2007 Lincoln Town Car,76.1,185,
Sarah,Pinto,Certified pest control applicator,Pro Star,2007 Morgan Aero 8,100.6,168,
Rafaela,Alves,Certified public accountant,Henry's Hamburgers,2012 Mercedes-Benz SL,88,167,
Gabriel,Barros,Certified public accountant,"Wholesale Club, Inc.",2011 Nissan Versa,62.3,178,
Mariana,Cunha,Certified public accountant,Young @ Heart,1994 Mercedes-Benz G,71.1,166,
Carlos,Lima,Certified registered nurse anesthetist,Security Sporting Goods,2004 BMW M5,72.9,172,
Isabelle,Sousa,Certified respiratory therapist,Modern Architecture Design,2010 Volkswagen Rabbit,101.6,175,
Amanda,Rocha,Checker,Rainbow Bay Crafts,2000 Eagle Vision,97.7,169,
Renan,Rocha,Chef,David Weis,1995 Beijing BJ 2021,88.9,173,
Amanda,Ribeiro,Chef,Strategy Planner,1996 Daihatsu Charade,61.4,162,
Fabio,Castro,Chemical engineer,Northern Reflections,2009 Mercedes-Benz E,89.6,185,
Nicolash,Sousa,Chemical engineer,Rainbow Bay Crafts,2008 Opel Vivaro,69,170,
Anna,Rodrigues,Chemical engineer,Specialty Restaurant Group,2006 Fiat Ducato,80.6,169,
Clara,Costa,Chemical engineering technician,Oshman's,1996 Donkervoort D8,76.3,155,
Yasmin,Melo,Chemical engineering technician,Reliable Investments,2004 Ford Transit Connect,76.7,157,
Laura,Pereira,Chemical plant and system operator,Soft Warehouse,1996 Volvo 460,54.8,156,
Matilde,Pereira,Chemist,Multi Tech Development,2012 Mazda CX-9,88.4,169,
Vinicius,Cardoso,Chief engineer,Bloom Brothers Furniture,1998 Lotus Emme,75.6,163,
Luiza,Sousa,Chief executive officer,Fireball,2005 Oldsmobile Alero,85.1,168,
Aline,Cardoso,Chief financial officer,Fretter,2001 MG X80,70.2,158,
Giovanna,Lima,Chief financial officer,Mikrotechnic,1992 Renault Espace,75.6,159,
Beatrice,Santos,Chief financial officer,Rickel,2011 Mercedes-Benz CL,78.8,174,
Estevan,Cavalcanti,Chief information officer,Rogers Food Stores,2003 Citroen C8,72.8,175,
Erick,Costa,Chief information officer,Second Time Around,2001 Cadillac Vizon,74.5,170,
Luan,Azevedo,Chief technology officer,Pantry Food Stores,2005 Hyundai XG 350,82,174,
Alex,Costa,Child care worker,Tradewell,2010 Nissan Tiida,79.3,177,
Vitoria,Pinto,Child protective services social worker,d.e.m.o.,2002 Lancia Dialogos,50.6,157,
Carlos,Melo,Childcare worker,Hamady Bros. Supermarkets,2011 Citroen C1,88.5,174,
Jalio,Ferreira,Childcare worker,Solution Answers,1997 Chevrolet Astro,90.6,171,
Evelyn,Almeida,Chiropractic doctor,Weingarten's,2003 Ford Model U,67.2,159,
Vinicius,Dias,Chiropractor,ABC Markets,1999 Nissan R 391,91.5,171,
Lucas,Cavalcanti,Choke setter,Foot Quarters,2006 Daihatsu Cuore,107.5,189,
Yasmin,Oliveira,Choreographer,Master Builder Design Services,2003 Hyundai XG 350,73.4,170,
Miguel,Pereira,Choreographer,The Lawn Guru,2007 Audi S3,78.7,187,
Clara,Ribeiro,Circulation assistant,Great American Music,2012 Fiat Bravo,94.5,161,
Giovanna,Ferreira,Circulation assistant,Mikro Designs,2008 Hyundai Santa Fe,53.1,156,
Jose,Ribeiro,City planner,Almacs,1993 Volvo 960,96.3,172,
Joao,Costa,City planner,Bell Markets,1998 Opel Tigra,95.6,177,
Kauan,Carvalho,Civil drafter,Chandler's,2003 Buick LeSabre,102.1,169,
Giovana,Ferreira,Civil engineer,Colonial Stores,1996 Chevrolet Malibu,62.5,162,
Brenda,Martins,Civil engineer,Susie's Casuals,2005 Nissan R 390 GT1,63.7,154,74.860-180
Sarah,Pinto,Civil engineer,W. Bell & Co.,2014 Chevrolet Malibu,87.4,158,
Jose,Goncalves,Civil service clerk,Envirotecture Design,1997 Nissan Trailrunner,69.9,171,
Paulo,Oliveira,Civil service clerk,Solid Future,2008 Audi S6,109.2,172,
Caio,Sousa,Claims adjuster,First Rate Choice,2011 Hyundai Accent,97.6,172,
Lavinia,Dias,Claims appraiser,Yardbirds Home Center,1998 Ford Contour,64,157,
Luis,Santos,Claims investigator,Eli Moore Inc,2009 Ford Ka,66,179,
Lara,Pinto,Claims investigator,Little Folk Shops,1992 Ford Laser,82,156,
Rafael,Dias,Claims representative,Multi-Systems Merchant Services,1995 Lincoln Mark VIII,102.6,167,
Julia,Rodrigues,Cleaning supervisor,Stop N Shop,2002 Ford Puma,99.9,159,
Lara,Sousa,"Cleaning, washing, and metal pickling equipment operator",Crandall's Fine Furniture,2011 Mazda B2300,77.4,173,
Vitor,Castro,"Cleaning, washing, and metal pickling equipment tender",Zantigo,2003 Mazda MX-5 Miata,80,174,
Fabio,Correia,Clerical assistant,Anderson-Little,2008 Mazda Rustler,90.8,180,
Nicolash,Azevedo,Clerical assistant,Magna Solution,2015 BMW X5,65.3,172,
Rafaela,Souza,Clerical specialist,Simply Appraisals,2008 Suzuki XL7,92.5,155,
Sofia,Oliveira,Clerical supervisor,Magna Gases,2003 Ginetta G40,79.8,167,
Kauan,Rodrigues,Clerical worker supervisor,Courtesy Hardware Store,1998 Seat Toledo,95.3,183,
Nicolash,Sousa,Clerical worker supervisor,Kleinhans,1999 Alfa Romeo 146,95.7,174,
Marina,Carvalho,Clerk,Afforda Merchant Services,1999 Nissan Xterra,59,168,
Isabela,Carvalho,Clerk,Big D Supermarkets,2006 Ford E-350,70,155,
Marina,Azevedo,Clerk,Bresler's Ice Cream,2002 AC Aceca,99.2,153,
Andre,Gomes,Clerk,Enrich Garden Services,1995 Maserati Shamal,95.8,175,
Mariana,Cardoso,Clerk,Ukrop's Super Market,2005 BMW 325,97.3,159,
Aline,Silva,Clerk typist,Baltimore Markets,1996 Mitsubishi Diamante,74.4,164,
Samuel,Rodrigues,Clerk typist,Listen Up,1993 Bugatti EB 110,68.8,180,
Ryan,Ferreira,Climatologist,Forum Cafeterias,2003 Alfa Romeo Spider,66.4,179,
Tania,Pereira,Clinical chemistry technologist,Specific Appraisals,2015 Jaguar XK,74.5,167,
Caua,Sousa,Clinical dietitian,Country Club Markets,1998 Tata Indica,67.3,177,29.101-580
Felipe,Cardoso,Clinical dietitian,First Choice Garden Maintenance,1998 Lexus SC,98.8,181,
Raissa,Souza,Clinical dietitian,Food Mart,2006 Mahindra Scorpio,96.7,156,
Kai,Araujo,Clinical laboratory technologist,Pro Star Garden Management,1996 Kia Avella,81.5,177,
Thais,Correia,Clinical laboratory technologist,Record Bar,1993 Bristol Beaufighter,94.8,165,
Arthur,Sousa,Clinical social worker,Kohl's Food Stores,2007 Suzuki Grand Vitara,67.4,168,
Larissa,Rodrigues,Clock repairer,Gamma Gas,1994 Skoda Felicia,101.4,174,
Danilo,Dias,Closed captioner,Glicks Furniture,2010 Volkswagen Phaeton,97.5,174,
Leonardo,Goncalves,Closing agent,On Cue,2004 Lada 111,85.6,176,
Clara,Cavalcanti,CNC operator,Avant Garde Appraisal,1992 Mercedes-Benz 200,48.3,163,
Ana,Santos,CNC operator,Total Sources,1995 Ferrari 412 T2,89.5,154,
Jalia,Pereira,CNC programmer,Handy Andy,2011 Dodge Charger,59.6,154,
Vitor,Santos,CNC programmer,Karl's Shoes,2004 Land Rover Freelander,84.1,169,
Leila,Ribeiro,Coach,Chi-Chi's,2006 Nissan 350Z,82.5,170,
Leticia,Costa,Coach,Frame Scene,2001 Toyota Solara,59.5,166,
Joao,Azevedo,Coache,Plan Smart,2001 Bugatti Veyron,77.1,176,
Luis,Lima,Coache,Reliable Guidance,2012 GMC Yukon,98.1,163,
Rafael,Cunha,Coast Guard,Custom Sound,1998 Ginetta G27,105.7,172,09.160-520
Emily,Barbosa,Coast Guard,Monk House Maker,2009 Holden UTE,84.9,150,
Carlos,Carvalho,Coder,The Flying Bear,2005 Vauxhall Corsa,76.8,180,
Evelyn,Alves,Coder,Twin Electronics,2006 Suzuki Wagon R+,90.6,171,
Luan,Ribeiro,Coil finisher,Service Merchandise,2004 Audi S3,98.5,167,
Otavio,Ribeiro,Coil taper,Lawn N' Order Garden Care,2015 Infiniti QX60,65.9,184,30.850-310
Nicolas,Carvalho,Coil taper,Libera,2007 Chevrolet TrailBlazer,108.9,169,
Bianca,Cunha,Coil winder,Integra Investment Plan,2005 Peugeot 807,103.1,156,
Victor,Souza,"Coin, vending, and amusement machine servicer repairer",Eagle Food Centers,2000 Nissan Bluebird,65.6,175,
Joao,Barbosa,Collector,Unity Stationers,2007 Lincoln Mark LT,112.4,183,
Jalio,Silva,College faculty,The White Swan,2000 Westfield ZEI,68.1,174,
Samuel,Correia,College instructor,Jafco,2000 Mazda Demio,84.4,174,12.280-017
Eduardo,Cunha,Color printer operator,Western Auto,1995 Donkervoort S8,75.6,177,
Tania,Dias,Colorist,DGS VolMAX,2012 Volkswagen GTD,92.3,165,
Alice,Pereira,Colorist,Reliable Garden Management,1993 Toyota Land Cruiser,61.3,155,
Rafael,Almeida,Columnist,Home Quarters Warehouse,2014 Kia Optima,83.4,174,
Tania,Azevedo,Combined food preparation and serving worker,Rite Solution,2001 Toyota Prius,72.8,162,
Camila,Sousa,Commercial and industrial designer,Block Distributors,2001 Toyota Soarer,99.9,155,
Tania,Alves,Commercial and industrial designer,County Seat,2002 Vauxhall VX220,104.9,154,
Rebeca,Dias,Commercial and industrial designer,Destiny Realty Solutions,2009 Daewoo Matiz,87.7,168,
Andre,Pereira,Commercial diver,Parklane Hosiery,2001 Pontiac Trans Am,82.8,190,
Diogo,Cunha,Commercial diver,Schucks Auto Supply,2003 Lamborghini Diablo,83.5,176,
Camila,Ribeiro,Commercial lender,Bumper to Bumper Auto Parts,2014 Kia Forte,105.8,155,
Gabriel,Oliveira,Commercial lender,Carl Durfees,2009 Tata B-Line,79.6,173,
Bruno,Alves,Commercial lender,EXPO Design Center,2004 Holden UTE,64.2,188,
Antonio,Azevedo,Commercial loan officer,Garden Guru,2009 BMW 135,59.6,184,
Sophia,Rodrigues,Commercial loan officer,Steve's Ice Cream,2005 Lincoln Zephyr,85.1,151,
Murilo,Rocha,Commercial loan officer,Vari-Tec,2005 Beijing BJ 2021,76.7,187,
Danilo,Rocha,Commercial photographer,Gas Legion,2010 Volvo S40,75.9,180,
Giovanna,Barbosa,Commercial pilot,Britches of Georgetown,2000 Alfa Romeo GTV,73.3,160,
Luiz,Santos,Commercial pilot,Consumers and Consumers Express,2010 Lada Niva,63.1,186,
Rebeca,Pinto,Commercial pilot,Harold Powell,2010 Mercedes-Benz GLK,63,171,
Victor,Sousa,Commercial pilot,Pro Star,2011 Chevrolet Orlando,79.7,180,
Leticia,Silva,Commission clerk,Dubrow's Cafeteria,2004 Rover 25,82.2,164,
Guilherme,Castro,Commission clerk,Morrison's Cafeteria,1995 Venturi Cabriolet,82.2,178,
Carlos,Cunha,Commodities trader,Dubrow's Cafeteria,1997 Vauxhall Sintra,106,169,
Guilherme,Oliveira,Commodities trader,Jitney Jungle,2000 Cadillac Imaj,69.2,173,90.220-130
Marisa,Barros,Commodities trader,New World,2006 Rover 25,58.3,164,
Guilherme,Azevedo,Communications equipment operator,Buena Vista Garden Maintenance,2005 Mercedes-Benz A,73.9,184,
Miguel,Pinto,Communications equipment operator,Dee's Drive-In,2011 Audi TT,70.5,184,
Douglas,Barbosa,Communications equipment operator,Golden's Distributors,1992 Jaguar XJS,96.3,174,
Leila,Gomes,Communications equipment operator,Incredible Universe,1992 Mercury Grand Marquis,67.5,173,
Agatha,Barros,Communications specialist,MVP Sports,1992 Mazda MX-5 Miata,83.6,161,
Maria,Oliveira,Communications specialist,Network Air,2002 Chevrolet Blazer,78.7,157,
Camila,Cardoso,Community association manager,Pomeroy's,2008 Mercury Mountaineer,91.2,163,
Emily,Rocha,Community dietitian,Buena Vista Realty Service,2000 Pontiac Firebird,93.9,167,
Diego,Martins,Community health educator,Lee Wards,1994 Mazda MS-6,86.9,169,
Fabio,Ribeiro,Community health educator,Martin's,2009 BMW Z4,81.4,173,
Camila,Cunha,Community health educator,Weathervane,2003 Nissan Pathfinder,73,152,
Nicole,Goncalves,Community outreach worker,Chief Auto Parts,1995 Mitsubishi Verada,51.5,157,
Anna,Castro,Community outreach worker,Jeans Unlimited,2005 Volkswagen Citi,56.6,156,
Eduarda,Araujo,Community outreach worker,Kohl's Food Stores,2010 Dodge Ram,62.1,151,
Mariana,Souza,Community outreach worker,Record World,2002 Honda Vamos,62.4,157,
Nicole,Ferreira,Community supervision officer,County Market,2008 Mazda MPV,85.7,166,
Leila,Azevedo,Community support worker,Alladin's Lamp,2007 BMW X5,73.1,174,
Danilo,Souza,Companion,Back To Basics Chiropractic Clinic,2001 Caterham Beaulieu,109.1,190,
Fabio,Barros,Companion,The Serendipity Dip,2007 BMW Convertible,112.4,167,
Gabrielle,Fernandes,Compensation and benefits technician,Heilig-Meyers,2005 Jeep Commander,77,164,
Evelyn,Silva,Compliance officer,Happy Family,2015 Kia Sportage,83.6,162,
Douglas,Gomes,Compliance officer,Polk Brothers,2004 MCC Silverpulse,96.7,171,
Gabriel,Dias,Composing machine operator,Northern Star,1998 Ford F-250,104.3,170,
Jose,Costa,Composing machine tender,Gamma Grays,2000 Toyota Soarer,79.9,178,
Emilly,Martins,Composing machine tender,Netaid,2003 BMW 525,51.9,170,
Ryan,Rodrigues,Composing machine tender,Planetbiz,2007 Chevrolet HHR,81.8,165,
Andre,Castro,Composing machine tender,Shoe Kicks,2004 Cadillac XLR,82.5,183,
Jose,Goncalves,Composing machine tender,Sky High Financial Advice,1996 Westfield ZEI,65.1,181,31.620-030
Enzo,Martins,Compositor,Audio Aid,1999 Volkswagen Lupo,105.2,170,
Isabela,Melo,Computer aide,Pro Property Maintenance,1996 Kia Avella,46.9,155,
Julieta,Melo,Computer and information systems manager,Noodle Kidoodle,1998 Xedos 6,79.6,173,
